gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
024639,AMERIDATA TECHNOLOGIES INC,ADA.1,5045,P,01,LU,77242,11171,10/29/1991,7/31/1996
024640,BET HOLDINGS INC  -CL A,BTV.1,4833,P,01,LU,77061,29108,10/30/1991,8/31/1998
024643,SUPERCUTS INC,CUTS,7200,P,01,LU,77046,11172,10/30/1991,10/31/1996
024644,UF BANCORP INC,UFBI,6035,P,01,LU,77048,11173,10/30/1991,8/4/1995
024645,GRANCARE INC,GC.3,8051,P,01,LC,84582,31921,2/19/1997,11/4/1997
024645,GRANCARE INC,GC.3,8051,P,01,LC,77027,11174,10/31/1991,2/12/1997
024646,HOENIG GROUP INC,HOEN,6211,P,01,LU,77029,11175,10/31/1991,9/30/2002
024648,SYNVISTA THERAPEUTICS INC,SYNI,2834,C,01,LC,77086,11176,8/7/2000,3/18/2009
024648,SYNVISTA THERAPEUTICS INC,SYNI,2834,C,01,LC,77086,11176,11/1/1991,12/12/1999
024651,MARQUETTE MEDICAL SYS,MARQ,3845,P,01,LU,77108,11177,11/1/1991,11/30/1998
024652,PTRNS PREF YIELD INC  -CL A,PYA.,6798,P,01,LU,77193,29375,11/4/1991,12/31/1996
024654,ADVANCED INTERVENTIONAL SYS,LAIS,3845,P,01,LU,77083,11180,11/6/1991,6/30/1994
024655,GLOBAL MOTORSPORT GROUP INC,CSTM.,5013,P,01,LU,77096,11182,11/6/1991,12/31/1998
024656,DATEQ INFORMATION NETWORK,3DATQE,6411,P,01,LU,77212,11181,11/6/1991,8/2/1995
024657,FIRST AMFED CORP,FAMF,6035,P,01,LU,35116,7104,6/22/1984,12/31/1993
024658,IDEANOMICS INC,IDEX,3713,P,01,LC,13412,54089,5/30/2012,E
024659,REHABILITY CORP,RHAB,8093,P,01,LU,77110,11179,11/6/1991,7/31/1995
024660,JANONE INC,JAN,4953,P,01,LC,77202,11186,11/7/1991,E
024661,ATHENA NEUROSCIENCES INC,ATHN.1,2834,P,01,LC,77089,11183,11/7/1991,6/28/1996
024662,EMBREX INC,EMBX,3841,P,01,LU,77099,11185,11/7/1991,1/31/2007
024664,TWO WAY TV (US) INC,TWTV,4841,C,01,LU,77107,11184,11/29/1991,6/21/1995
024664,TWO WAY TV (US) INC,TWTV,4841,C,00X,LU,77107,11184,11/7/1991,11/28/1991
024667,BIOWHITTAKER INC,BWI,2835,P,01,LU,77161,29368,11/8/1991,10/31/1997
024668,AMERICAN HOMEPATIENT INC,3AHOM,8082,P,01,LU,77098,11189,11/8/1991,9/1/1999
024669,AMERICA SERVICE GROUP INC,ASGR,8090,P,01,LC,77087,11217,11/21/1991,6/3/2011
024670,ARI NETWORK SERVICES INC,ARIS.1,7370,P,01,LC,77082,11208,12/9/2013,8/31/2017
024670,ARI NETWORK SERVICES INC,ARIS.1,7370,P,01,LC,77082,11208,11/15/1991,7/5/2001
024671,CHECKERS DRIVE-IN RESTAURANT,CHKR.1,5812,P,01,LU,77095,11207,11/15/1991,6/30/2006
024675,AVADO BRANDS INC,AVDO,5812,P,01,LU,77088,11216,11/21/1991,6/26/2001
024676,PARTNER PREF YIELD II  -CL A,PYB.,6798,P,01,LU,77194,29376,11/21/1991,12/31/1996
024677,PTRNS PREF YIELD III  -CL A,PYC.2,6798,P,01,LU,77195,29377,11/21/1991,12/31/1996
024678,HORACE MANN EDUCATORS CORP,HMN,6331,P,01,LU,77120,29347,11/15/1991,E
024679,INFORMATION AMERICA INC,INFO.2,7370,P,01,LU,77104,11220,11/21/1991,11/30/1994
024680,PHYSICIAN COMPUTER NETWK INC,3PCNIQ,7370,C,01,LU,77112,11219,11/21/1991,4/1/1998
024682,VAN KAMPEN NY QUALITY MUN TR,VNM.1,6726,P,01,LU,77135,29341,11/27/1991,10/31/2005
024683,INVESCO MUNICIPAL TRUST,VKQ,6726,P,01,LC,77131,29337,11/21/1991,E
024685,HARMONY HOLDINGS INC,HAHO,7812,P,01,LU,77218,11200,11/13/1991,2/9/1999
024686,MICEL CORP,3MICEE,3825,C,01,LC,77231,11201,11/13/1991,7/19/1993
024689,BRADLEY PHARMACEUTICL  -CL A,BDY,2834,P,01,LU,77207,11198,11/12/1991,2/29/2008
024690,TRANSAMERICAN WASTE INDS INC,WSTE.1,4953,P,01,LU,77214,11199,11/12/1991,5/29/1998
024691,HEALTHCARE INTEGRATED SVCS,3HCISQ,8071,C,01,LU,77219,11197,11/12/1991,4/16/2002
024692,PACIFIC PHYSICIAN SERVICES,PPSI.1,8011,P,01,LU,77111,11194,11/12/1991,2/29/1996
024695,BALLY GAMING INTL INC,BGII.,3990,P,01,LU,77092,11192,11/11/1991,6/28/1996
024697,PUBLIC STOR PROP XIX  -CL A,PSY.1,6798,P,01,LU,77196,29378,11/11/1991,6/30/1997
024699,IMCLONE SYSTEMS INC,IMCL.1,2836,P,01,LU,77103,11209,11/19/1991,11/28/2008
024701,VITRO SAB DE CV,VITRY,3220,P,90,LC,77560,29336,11/19/1991,8/21/2009
024703,GENCARE HEALTH SYSTEMS INC,GNCR.,6324,P,01,LU,77100,11213,11/20/1991,1/31/1995
024704,INSURANCE AUTO AUCTIONS INC,0154A,5010,P,01,LC,77106,11215,11/20/1991,5/31/2005
024705,NUVEEN CA QLTY INCM MUN FD,NUC,6726,P,01,LU,77116,29326,11/20/1991,6/30/2014
024706,SPORTS HEROES INC,3SHROE,5940,C,01,LU,77245,11214,11/20/1991,9/14/1994
024707,CAREMATRIX CORP,CMDCQ,8300,P,01,LU,77323,11212,2/6/1992,11/9/2000
024708,ATN INTERNATIONAL INC,ATNI,4812,P,01,LU,77090,11204,11/14/1991,E
024710,BIOSPECIFICS TECHNOLOGIES CP,BSTC,2834,P,01,LC,77208,11206,1/9/2009,12/31/2020
024710,BIOSPECIFICS TECHNOLOGIES CP,BSTC,2834,P,01,LC,77208,11206,11/14/1991,3/23/2004
024711,GUARANTY NATIONAL CORP,GNC.2,6331,C,01,LU,77119,29328,11/14/1991,12/5/1997
024712,LASERSIGHT INC,LRST,3845,P,01,LC,77230,11205,11/14/1991,4/29/2003
024713,NAMIC USA CORP,NUSA.1,3841,P,01,LU,77109,11187,11/8/1991,3/31/1995
024715,VISION TEN INC,VTEN,3844,C,01,LU,77250,11190,11/8/1991,4/22/1993
024716,HD VEST INC,HDVS,6211,P,01,LU,77101,11223,11/25/1991,7/31/2001
024717,E DIGITAL CORP,EDIG,6794,P,01,LC,79099,12071,4/6/1993,8/19/1997
024718,NUVEEN NY QLTY INCM MUN FD,NUN,6726,P,01,LU,77126,29332,11/25/1991,4/30/2013
024719,SELIGMAN QUALITY MUN FD INC,SQF,6726,P,01,LC,77125,29331,11/25/1991,2/26/2007
024720,WABASH NATIONAL CORP,WNC,3715,P,01,LU,77117,29327,11/8/1991,E
024721,RED ALERT GROUP INC,RDAG,7372,C,01,LU,78866,11962,2/26/1993,1/13/1994
024721,RED ALERT GROUP INC,RDAG,7372,C,00X,LU,78866,11962,2/12/1993,2/25/1993
024723,BRODERBUND SOFTWARE INC,BROD.,7372,P,01,LU,77094,11224,11/26/1991,9/30/1998
024724,LIBERTY LATIN AMERICA LTD,LILAK,4841,J,01,LC,17131,56166,1/1/2018,E
024724,LIBERTY LATIN AMERICA LTD,LILAK,4841,P,01,LC,17131,56166,12/30/2017,12/31/2017
024724,LIBERTY LATIN AMERICA LTD,LILAK,4841,P,02,LC,17130,56166,1/1/2018,E
024724,LIBERTY LATIN AMERICA LTD,LILAK,4841,J,02,LC,17130,56166,12/30/2017,12/31/2017
024724,LIBERTY LATIN AMERICA LTD,LILAK,4841,P,01,LC,15403,45301,7/2/2015,12/29/2017
024724,LIBERTY LATIN AMERICA LTD,LILAK,4841,J,02,LC,15402,45301,7/2/2015,12/29/2017
024725,WORLD ACCEPTANCE CORP/DE,WRLD,6141,P,01,LU,77114,11225,11/26/1991,E
024727,CANWEST GLOBAL COM  -NVTG,CWG,4888,P,03,LC,83591,30776,3/1/1997,6/1/2007
024727,CANWEST GLOBAL COM  -NVTG,CWG,4888,J,03,LC,83591,30776,6/4/1996,2/28/1997
024728,EPIMMUNE INC,EPMN,2834,P,01,LC,77097,11221,11/22/1991,8/15/2005
024729,DTF TAX-FREE IN 2028 T F INC,DTF,6726,P,01,LU,77124,29330,11/22/1991,E
024731,KIMCO REALTY CORP,KIM,6798,P,01,LC,77129,29335,11/22/1991,E
024733,CAYENNE SOFTWARE INC,CAYN,7372,P,01,LU,77091,11228,11/27/1991,10/30/1998
024737,VAN KAMPEN CALIF QUALITY MUN,VQC,6726,P,01,LU,77133,29339,11/27/1991,7/29/2005
024738,VAN KAMPEN FL QUALITY MUN TR,VFM,6726,P,01,LU,77134,29340,11/27/1991,10/31/2005
024739,INVESCO VAN KAMPEN OHIO QTY,VOQ,6726,P,01,LC,77136,29342,11/27/1991,10/31/2012
024740,VAN KAMP AM CAP PA QUAL MUN,VPQ.Z,6726,P,01,LU,77132,29338,11/21/1991,12/30/2005
024741,AMERICA WEST RESOURCES INC,AWSRQ,1220,P,01,LU,77364,11364,2/28/1992,4/29/1997
024742,JUNDT GROWTH FUND INC,JF,6726,C,01,LU,77128,29334,11/27/1991,12/22/1995
024743,HOCKEY CO,3THCX,3949,C,01,LU,77113,11227,11/29/1991,5/24/1995
024743,HOCKEY CO,3THCX,3949,C,00X,LU,77113,11227,11/27/1991,11/28/1991
024746,AAMES INVESTMENT CORP,AIC.3,6798,P,01,LC,90429,45856,11/2/2004,9/29/2006
024746,AAMES INVESTMENT CORP,AIC.3,6798,P,01,LC,77162,11230,12/3/1991,11/14/2001
024747,CENTENNIAL COMMUN CP  -CL A,CYCL,4812,P,01,LC,77163,11229,12/3/1991,11/6/2009
024748,FIRSTFED NORTHN KY BANCORP,FCVG,6035,P,01,LU,77216,11232,12/3/1991,12/30/1994
024749,ARGUSS COMMUNICATIONS INC,ACX.1,1731,P,01,LU,77210,11233,12/4/1991,2/28/2002
024750,WISDOMTREE INC,WT,6282,P,01,LC,77217,11235,7/26/2011,E
024750,WISDOMTREE INC,WT,6282,P,01,LC,77217,11235,12/4/1991,5/22/2001
024751,INTERVISUAL BOOKS INC  -CL A,IVBK,2731,C,01,LU,77223,11234,12/4/1991,8/10/2001
024752,NUMED HOME HEALTH CARE INC,NUMD.,8082,P,01,LC,80604,30411,6/9/1994,11/12/1998
024753,PRICE REIT INC,RET.Z,6798,P,01,LC,79534,11236,8/6/1993,6/19/1998
024753,PRICE REIT INC,RET.Z,6798,P,01,LC,77166,56286,12/4/1991,8/5/1993
024754,UTOPIA MARKETING INC,3UTPM,3140,C,01,LU,77167,11237,12/31/1991,6/26/1996
024754,UTOPIA MARKETING INC,3UTPM,3140,C,00X,LU,77167,11237,12/4/1991,12/30/1991
024755,SANFILIPPO JOHN B&SON,JBSS,2060,P,01,LU,77165,11238,12/4/1991,E
024757,POWERTEL INC,PTEL.,4812,P,01,LU,80248,12827,2/8/1994,5/31/2001
024758,CORE INC,CORE.1,6411,P,01,LU,77237,11240,12/5/1991,7/31/2001
024759,NATIONAL QUALITY CARE INC,NQCI,9995,C,01,LU,77246,11239,12/6/1991,12/3/1993
024760,WASTE PROCESSOR INDS INC,WPIN,4210,P,01,LU,77430,11420,3/20/1992,3/31/1993
024761,JANSKO INC,JSKO,2522,C,01,LU,77224,11242,12/6/1991,10/25/1995
024762,JIMBOS JUMBOS INC,PNUT,2060,P,01,LU,77168,11241,12/6/1991,7/30/1993
024764,GOLDWYN (SAMUEL) CO,SG.3,7812,P,01,LU,77192,29371,1/3/1992,7/31/1996
024766,EPIGEN INC,9047B,2835,P,01,LC,77215,11244,12/10/1991,9/28/1994
024767,VERTEL CORP,HYDN,7372,C,01,LU,77169,11243,12/10/1991,8/21/2002
024768,CHRYSALIS INTL CORP,CRLS,8734,P,01,LU,77170,11246,12/11/1991,4/30/1999
024770,CONTINUUM GROUP INC,PNSR,3652,C,01,LC,79575,12445,9/29/1993,8/15/1995
024771,GENAERA CORP,GENR,2836,P,01,LU,77171,11245,12/11/1991,7/8/2009
024773,CORIMON CA SACA,CMNFY,2851,C,90,LC,79059,29777,7/28/1997,5/7/2003
024773,CORIMON CA SACA,CMNFY,2851,C,90,LC,79059,29777,3/23/1993,2/13/1996
024775,NUVEEN PREMIER MUNI OPPY FD,NIF,6726,C,01,LC,77153,29370,12/19/1991,5/31/2013
024776,E COM VENTURES INC,ECMV,5912,P,01,LC,77186,11266,12/19/1991,8/10/2008
024778,AFFYMAX NV,AFMXF,2836,P,01,LU,77198,11259,12/17/1991,3/31/1995
024779,COMPUSA INC,CPU,5734,P,01,LU,77179,11255,12/17/1991,3/31/2000
024781,GENTA INC,GNTAQ,2836,P,01,LC,77180,11260,12/17/1991,5/5/2008
024782,PERRIGO CO PLC,PRGO,2834,P,01,LU,77182,11257,12/17/1991,E
024783,TETRA TECH INC,TTEK,8711,P,01,LU,77191,4589,12/17/1991,E
024784,BLACKROCK MUNIYIELD FUND INC,MYD,6726,P,01,LU,77152,29361,12/16/1991,E
024790,METROVISION OF NORTH AMERICA,3MVNAE,5122,C,01,LU,77234,11263,12/18/1991,5/21/1996
024791,SYQUEST TECHNOLOGY INC,SYQTQ,3572,C,01,LU,77183,11262,12/18/1991,11/2/1998
024792,ACCESS TO MONEY INC,3AEMI,7200,P,01,LC,77184,11265,12/18/1991,4/23/2008
024793,VIEWLOGIC SYSTEMS INC,VIEW.,7372,P,01,LU,77185,11261,12/18/1991,12/4/1997
024794,AMBAR INC,AMBR.1,2810,P,01,LU,77174,11249,12/12/1991,8/30/1996
024795,AMERICAN SUPERCONDUCTOR CP,AMSC,3621,P,01,LU,77175,11248,12/12/1991,E
024797,BIOLARGO INC,BLGO,2860,P,01,LU,77238,11250,12/31/1991,6/9/2003
024797,BIOLARGO INC,BLGO,2860,C,00X,LU,77238,11250,12/12/1991,12/30/1991
024798,F & C INTERNATIONAL INC,FCIQE,2860,P,01,LU,77176,11252,12/13/1991,5/28/1993
024799,INFORUM INC,INFM.,7372,P,01,LU,77177,11251,12/13/1991,2/26/1993
024800,QUALCOMM INC,QCOM,3674,P,01,LU,77178,11253,12/13/1991,E
024803,VITESSE SEMICONDUCTOR CORP,VTSS,3674,P,01,LC,77173,11247,3/2/2011,4/30/2015
024803,VITESSE SEMICONDUCTOR CORP,VTSS,3674,P,01,LC,77173,11247,12/11/1991,6/27/2006
024805,AMERN STRATEGIC INCM PTF INC,ASP,6726,P,01,LU,77147,29358,12/20/1991,9/30/2014
024806,BLACKROCK INCOME OPP TR,BNA,6726,P,01,LU,77149,29359,12/20/1991,11/28/2014
024807,TIANRONG BLDG MATL HLDGS LTD,3TNRGE,4813,C,01,LU,77211,11268,12/20/1991,6/21/1995
024808,VIROGROUP INC,3VIRO,8711,P,01,LU,77187,11267,12/20/1991,12/30/1997
024809,SEMX CORP,SEMX.,3460,P,01,LU,77159,29364,12/20/1991,3/7/2003
024810,ENBRIDGE ENERGY PRTNRS  -LP,EEP,4610,P,01,LC,86106,29374,1/2/1992,12/31/2018
024811,AMITY BANCSHARES INC,AMBS.,6035,P,01,LU,77199,11269,12/23/1991,12/30/1994
024812,BELL BANCORP INC,BELL,6035,P,01,LU,77188,11271,12/23/1991,6/28/1996
024813,PHARMACEUTICAL MARKETING SVC,PMRX.,7370,P,01,LU,77189,11272,12/23/1991,3/31/1999
024815,HARMONY PRODUCTS INC,3HRMY.,2870,P,01,LU,77221,11274,12/24/1991,5/8/1996
024816,LIBERTY BANCORP INC/DE,LBCI,6035,P,01,LU,77190,11273,12/24/1991,2/28/1997
024818,NUVEEN PREMIER MUN INCM FD,NPF,6726,C,01,LU,77154,29362,12/19/1991,10/31/2016
024819,MOGO INC,MOGO,6141,P,01,LC,17693,56341,4/18/2018,E
024825,COPT DEFENSE PROPERTIES,CDP,6798,P,01,LU,77239,11276,12/31/1991,E
024832,SBS TECHNOLOGIES INC,SBSE,3577,P,01,LC,77257,11278,1/9/1992,6/30/2006
024835,FIRST FINL BANCSHARES POLK,FBPC,6035,P,01,LU,77258,11279,1/13/1992,1/31/1996
024837,ALLIED HEALTHCARE PRODS INC,AHPIQ,3842,P,01,LC,77259,11282,1/14/1992,2/2/2023
024839,CLINICORP INC,CLNI,8000,C,01,LU,77260,11280,1/14/1992,9/12/1995
024840,GRANITE BROADCASTING,GRRP,4833,P,01,LC,77261,11281,1/14/1992,8/4/2004
024841,T-3 ENERGY SERVICES INC,TTES,3533,P,01,LU,77262,11284,1/16/1992,1/31/2011
024842,PRECISION OPTICS CORP INC,POCI,3845,P,01,LC,77263,11283,11/16/2022,E
024842,PRECISION OPTICS CORP INC,POCI,3845,P,01,LU,77263,11283,11/30/1994,12/23/2005
024843,AMYLIN PHARMACEUTICALS INC,AMLN,2834,P,01,LU,77264,11286,1/17/1992,E
024844,SPOK HOLDINGS INC,SPOK,4812,P,03,LC,90464,45886,11/17/2004,E
024844,SPOK HOLDINGS INC,SPOK,4812,P,03,LC,89385,11287,7/23/2003,11/16/2004
024844,SPOK HOLDINGS INC,SPOK,4812,P,03,LC,89385,11287,5/30/2002,6/5/2002
024844,SPOK HOLDINGS INC,SPOK,4812,P,01,LC,77265,11287,1/17/1992,4/27/2001
024845,INNERDYNE INC,IDYN,3841,P,01,LC,77266,11288,1/17/1992,12/29/2000
024846,FARREL CORP,FARL,3559,P,01,LU,77267,11289,1/17/1992,4/19/2001
024847,INVESCO ADV GLBL HLTH SCI FD,IAGHX,6722,P,01,LC,77255,29400,1/17/1992,5/15/2001
024849,ENGLE HOMES INC,ENGL,1531,P,01,LU,77268,11295,1/21/1992,11/30/2000
024850,MENLEY & JAMES INC,MENJ,2834,P,01,LU,77269,11296,1/21/1992,2/29/2000
024851,ODDS-N-ENDS INC,3ODDEE,5331,C,01,LU,77272,11293,1/21/1992,7/21/1994
024852,PROTEIN POLYMER TECHNOLOGIES,PPTIQ,2820,P,01,LU,77270,11292,1/21/1992,9/20/1999
024853,SPECTRANETICS CORP,SPNC,3845,P,01,LU,77271,11291,1/21/1992,8/31/2017
024855,HENNESSY CAPITL ACQ CORP II,HCAC.2,9995,P,02,LC,15654,55359,9/11/2015,2/27/2017
024856,GILEAD SCIENCES INC,GILD,2836,P,01,LU,77274,11300,1/22/1992,E
024857,OTR EXPRESS INC,OTRX,4213,P,01,LU,77275,11299,1/22/1992,5/8/2001
024858,PHYCOR INC,3PHYCQ,8011,P,01,LU,77276,11301,1/22/1992,8/24/2000
024859,VENTRITEX INC,VNTX,3845,P,01,LU,77277,11302,1/22/1992,5/30/1997
024860,NEXIQ TECHNOLOGIES INC,NEXQ,3829,C,01,LU,77278,11298,1/31/1992,3/20/2000
024860,NEXIQ TECHNOLOGIES INC,NEXQ,3829,C,00X,LU,77278,11298,1/22/1992,1/30/1992
024861,PLANET FITNESS INC,PLNT,7997,P,01,LC,15627,55386,8/6/2015,E
024864,AMERN ADJ RT TRM TR INC 1998,DDJ,6726,P,01,LU,77301,29386,1/23/1992,8/31/1995
024865,SECURED SERVICES INC,SSVC,7373,C,01,LU,79852,12558,11/30/1993,9/1/1998
024865,SECURED SERVICES INC,SSVC,7373,C,00X,LU,79852,12558,11/11/1993,11/29/1993
024866,STRATEGIC GLOBAL INCM FD INC,SGL,6726,P,01,LU,77302,29422,1/24/1992,5/31/2016
024867,TARGET THERAPEUTICS INC,TGET,3841,P,01,LU,77283,11306,1/24/1992,4/30/1997
024870,NEXTEL COMMUNICATIONS INC,NXTL,4812,P,01,LC,77284,11313,1/28/1992,8/31/2005
024872,VARSITY SPIRIT CORP,VARS,2330,P,01,LU,77286,11311,1/28/1992,7/31/1997
024873,PCI SERVICES INC,PCIS.,7389,P,01,LU,77285,11312,1/28/1992,10/31/1996
024875,ADVACARE INC,AVCR,6411,P,01,LU,77288,11317,1/29/1992,12/30/1994
024876,MARGARETTEN FINANCIAL CORP,MRG.2,6162,P,01,LU,77304,29404,1/29/1992,6/30/1994
024877,MATRIX PHARMACEUTICAL INC,MATX.1,2834,P,01,LC,77291,11315,1/29/1992,3/28/2002
024878,PDL BIOPHARMA INC,PDLI,2836,P,01,LC,77292,11316,1/29/1992,12/31/2020
024879,GOTHIC ENERGY CORP,3GOTH,1311,P,01,LU,77293,11178,1/29/1992,5/26/1999
024880,CAPSULE COMMUNICATIONS INC,3CAPS.,4813,P,01,LU,80163,12785,1/21/1994,3/5/2001
024881,CORVAS INTERNATIONAL INC,CVAS.,2836,P,01,LU,77294,11323,1/30/1992,7/31/2003
024882,ELECTROCOM AUTOMATION INC,ECA.1,3579,P,01,LC,77303,29394,1/30/1992,9/16/1994
024883,NATIONAL RE CORP,NRE.1,6331,P,01,LU,77373,29441,1/30/1992,10/31/1996
024884,NOEL GROUP INC,NOEL,2200,C,01,LU,77296,11321,1/30/1992,8/31/1999
024885,ARCADIA FINANCIAL LTD,AAC.2,6153,P,01,LU,77297,11318,1/30/1992,4/28/2000
024886,HYMEDIX INC,HYMX,2844,C,01,LU,80247,12881,2/25/1994,10/26/1994
024887,CHINA FRUITS CORP,CHFR,5400,C,01,LC,77298,11320,1/31/1992,12/23/1996
024888,ABAXIS INC,ABAX,3845,P,01,LU,77279,11309,1/23/1992,7/31/2018
024889,CITFED BANCORP INC,CTZN.1,6035,P,01,LU,77273,11303,1/22/1992,6/30/1998
024890,MISONIX INC,MSON,3841,P,01,LU,77282,11304,1/23/1992,10/31/2021
024892,SPHINX PHARMACEUTICALS CORP,SPHX,2835,P,01,LU,77280,11305,1/23/1992,9/9/1994
024893,WHOLE FOODS MARKET INC,WFM,5411,P,01,LC,77281,11310,1/23/1992,8/25/2017
024896,AMERICAN FARMLAND CO,AFCO,6798,P,01,LC,15711,55425,10/20/2015,2/28/2017
024898,DUSA PHARMACEUTICALS INC,DUSA.1,2834,P,01,LU,77289,11290,1/29/1992,12/31/2012
024900,ECOSCIENCE CORP/DE,ECSC.,0100,P,01,LU,77321,11327,2/5/1992,6/30/1999
024901,LM FUNDING AMERICA INC,LMFA,6159,P,02,LC,15902,55460,12/8/2015,E
024902,MEDICAL DIAGNOSTICS INC,MDIX.,8071,P,01,LU,77322,11328,2/5/1992,8/31/1995
024903,APPLETREE COMPANIES INC,ATREQ,2030,C,01,LU,77849,11668,8/13/1992,10/21/1996
024904,UNIVAX BIOLOGICS INC,UNVX,2836,P,01,LU,77320,11326,2/4/1992,12/29/1995
024905,SUNRUN INC,RUN,3620,P,01,LC,15643,55396,8/5/2015,E
024907,SPATIALIGHT INC,SPLT,8731,C,01,LC,77324,11329,5/24/2000,6/14/2007
024907,SPATIALIGHT INC,SPLT,8731,C,01,LC,77324,11329,2/6/1992,4/1/1997
024908,DURA PHARMACEUTICALS INC,DURA.1,2834,P,01,LU,77325,11330,2/7/1992,11/30/2000
024909,INFONOW CORP,INOW,7372,C,01,LU,77326,11331,2/7/1992,12/19/2005
024910,INTEGON CORP/DE,IN.3,6331,P,01,LU,77307,9275,2/7/1992,10/31/1997
024911,MASTERCRAFT BOAT HLDNGS IN,MCFT,3730,P,01,LC,15530,55362,7/17/2015,E
024912,ACORN ENERGY INC,ACFN,3812,P,01,LC,77327,11335,12/17/2007,7/23/2015
024912,ACORN ENERGY INC,ACFN,3812,P,01,LC,77327,11335,2/11/1992,1/26/2005
024913,FIRST FINL CORP WESTERN MD,FFWM.1,6035,P,01,LU,77328,11333,2/11/1992,5/30/1997
024914,PARACELSIAN INC,PRLN,2835,P,01,LU,77330,11332,2/11/1992,10/7/1998
024915,PROVIDENTIAL CORP,PHIP,6162,P,01,LU,77329,11334,2/11/1992,11/30/1994
024917,FLAHERTY & CRUMR PFD INCM OP,PFO,6726,P,01,LU,77309,29442,2/6/1992,E
024919,BUTTREY FOOD & DRUG STORES,BTRY.1,5411,P,01,LU,77335,11339,2/13/1992,10/30/1998
024920,ENHANCE FINANCIAL SVCS GRP,EFS.1,6351,P,01,LU,77310,29435,2/13/1992,2/28/2001
024922,POWERSECURE INTL INC,POWR,4991,P,01,LU,77340,11342,2/13/1992,5/31/2016
024923,TELYNX INC,TLYN,7372,P,01,LC,77336,11340,2/13/1992,10/20/1998
024924,PROVIDENCE HEALTH CARE INC,PHCI.,8051,P,01,LU,77337,11343,2/13/1992,3/31/1994
024925,ROPER TECHNOLOGIES INC,ROP,7370,P,01,LU,77338,11344,2/13/1992,E
024926,USF CORP,USFC.1,4213,P,01,LC,77339,11341,2/13/1992,5/31/2005
024927,ADVANTAGE HEALTH CORP,ADHC.,8060,P,01,LU,77344,11349,2/14/1992,3/29/1996
024928,AGRIDYNE TECHNOLOGIES INC,AGRI.,2870,P,01,LU,77341,11346,2/14/1992,3/29/1996
024929,DOCUMENT TECHNOLOGIES INC,DTCI,3577,C,01,LU,77345,11347,2/14/1992,6/4/1993
024930,KOREAN INVESTMENT FUND INC,KIF,6726,P,01,LU,77311,29439,2/14/1992,11/30/2001
024931,MARINER HEALTH CARE INC,3MHCA,8051,P,01,LC,77312,29440,2/14/1992,10/29/1999
024934,INFOGROUP INC,IUSA.1,7374,J,02,LC,85450,11353,10/10/1997,10/22/1999
024934,INFOGROUP INC,IUSA.1,7374,P,01,LC,77347,11353,2/19/1992,7/1/2010
024935,CHEMTRAK INC,CTKI,2835,C,01,LU,77348,11352,2/28/1992,6/30/1998
024935,CHEMTRAK INC,CTKI,2835,C,00X,LU,77348,11352,2/19/1992,2/27/1992
024937,MAJESCO,MJCO,7372,P,01,LC,15394,55286,6/29/2015,9/30/2020
024938,INVESCO VAN KAMPEN TR VL MN,VIM,6726,P,01,LC,77315,29446,2/19/1992,10/31/2012
024939,INVESCO TRUST FOR INV GR MUN,VGM,6726,P,01,LC,77316,29447,2/19/1992,E
024940,COMMERCE BK VIRGINIA BEACH,CBVA.1,6020,P,01,LU,77346,11350,2/18/1992,1/31/1995
024943,INTERTAPE POLYMER GROUP INC,ITPOF,2670,P,01,LC,77318,29438,2/14/1992,12/2/2009
024945,NUTRITION MGMT SVCS  -CL A,NMSCA,5812,C,01,LU,77477,11314,3/2/1992,6/23/1999
024948,ACCESS HEALTH INC,ACCS.1,8090,P,01,LU,77352,11356,2/21/1992,12/31/1998
024949,BLACKROCK INSD MUN TM TR INC,BMT,6726,C,01,LC,77313,29431,2/21/1992,12/9/2010
024950,INVESCO VALUE MUNICIPAL TR,IMT,6726,P,01,LC,86485,34961,12/21/1998,5/28/2010
024950,INVESCO VALUE MUNICIPAL TR,IMT,6726,P,01,LC,77314,29437,2/28/1992,12/18/1998
024950,INVESCO VALUE MUNICIPAL TR,IMT,6726,P,01,LC,17220,56209,5/29/2010,10/12/2012
024951,FRAME TECHNOLOGY CORP/CA,FRAM,7372,P,01,LC,77331,11338,2/12/1992,10/27/1995
024953,INTERNATIONAL JENSEN INC,IJIN,3651,P,01,LC,77333,11337,2/12/1992,8/28/1996
024954,SHOLODGE INC,LODG,1520,C,01,LU,77334,11336,2/12/1992,1/24/2005
024955,CALUMET BANCORP INC,CBCI.1,6035,P,01,LU,77350,11354,2/20/1992,5/28/1999
024958,LAS VEGAS ENTERTAINMNT NTWK,LVEN.,8741,P,01,LU,77351,11355,2/20/1992,10/29/1999
024960,NORTH AMERICAN RECYCLING SYS,3NARLE,4953,C,01,LU,77491,29480,4/2/1992,10/13/1994
024961,RADIATION CARE INC/DE,RDCR,8093,P,01,LU,77355,11357,2/24/1992,3/31/1995
024963,ADVANCED ORTHOPEDIC TECH INC,AOTI,3842,P,01,LU,78121,11864,12/17/1992,12/31/1996
024965,TERRA NITROGEN CO  -LP,TNH,2870,P,01,LU,84668,29372,4/1/1997,3/31/2018
024966,GEOVAX LABS INC,GOVX,2836,P,01,LC,19832,57347,9/25/2020,E
